Geneid,Ctr_s1,Ctr_s2,Ctr_s7,Ctr_s13,RS_s6,RS_s9,RS_s12,RS_s16
ENSG00000238304,0,0,0,0,0,0,0,0
ENSG00000148985,208,214,192,184,267,114,192,211
ENSG00000177105,596,566,684,663,768,348,495,483
ENSG00000228661,1,3,7,10,3,2,4,0
ENSG00000229368,6,2,0,1,3,7,2,3
ENSG00000284525,0,0,0,0,0,0,0,0
ENSG00000230593,0,0,0,1,1,0,0,0
ENSG00000206976,0,0,0,0,0,0,0,0
ENSG00000255232,0,0,0,0,0,0,0,0
ENSG00000255141,0,0,0,0,0,0,0,0
ENSG00000224555,0,0,0,0,0,0,0,0
ENSG00000240385,0,0,0,0,0,0,0,0
ENSG00000167325,1600,1799,2541,2252,1179,619,742,522
ENSG00000255276,0,0,0,0,0,0,0,0
ENSG00000231548,0,0,0,0,0,0,0,0
ENSG00000254480,1,2,2,2,0,0,1,3
ENSG00000255387,0,0,1,0,0,0,0,0
ENSG00000167323,497,678,676,750,1088,496,765,780
ENSG00000187079,3535,5004,4283,3928,3043,2296,2953,2726
ENSG00000254688,0,0,0,0,0,0,0,0
ENSG00000255067,0,0,0,0,0,0,0,0
ENSG00000252329,0,0,0,0,0,0,0,0
ENSG00000203258,0,0,0,0,0,0,0,0
ENSG00000251381,0,0,1,0,1,0,0,0
ENSG00000254670,0,0,0,0,0,0,0,0
ENSG00000189431,0,0,0,6,0,0,0,2
ENSG00000254495,0,0,0,0,0,0,0,0
ENSG00000246889,5,2,6,5,4,2,5,5
ENSG00000085733,4802,7820,5361,7233,8327,3605,5666,5334
ENSG00000227726,0,0,0,0,0,2,0,0
ENSG00000279459,0,0,0,0,0,1,0,0
ENSG00000226627,0,0,0,0,0,0,0,0
ENSG00000236262,0,1,0,0,0,0,0,0
ENSG00000207196,0,0,0,0,0,0,0,0
ENSG00000280089,0,0,0,0,0,0,0,0
ENSG00000171671,0,0,0,0,0,0,0,0
ENSG00000263744,0,0,0,0,0,0,0,0
ENSG00000286708,0,0,0,0,0,0,0,0
ENSG00000172900,0,0,0,0,0,0,0,0
ENSG00000254682,23,22,16,18,17,10,14,16
ENSG00000162105,200,283,109,115,294,333,183,174
ENSG00000227097,19,23,15,28,26,16,25,21
ENSG00000182103,0,0,0,0,0,0,0,1
ENSG00000255382,0,0,0,1,1,0,2,0
ENSG00000255063,0,1,1,0,0,0,1,1
ENSG00000137509,878,1628,1035,1438,1773,747,1398,1257
ENSG00000254441,0,0,0,0,0,0,0,0
ENSG00000165490,151,218,346,298,116,51,64,55
ENSG00000242279,0,0,0,0,0,0,0,0
ENSG00000254698,0,0,0,0,0,0,0,0
ENSG00000137502,245,489,320,515,542,187,206,332
ENSG00000254522,0,0,0,0,0,0,0,0
ENSG00000207221,0,0,0,0,0,0,0,0
ENSG00000246067,35,40,54,42,50,12,24,26
ENSG00000255503,1,0,0,0,0,0,0,0
ENSG00000279900,1,3,1,0,1,0,0,1
ENSG00000255010,0,0,0,0,0,0,0,0
ENSG00000254965,0,0,0,0,0,0,0,0
ENSG00000253826,0,0,0,0,0,0,0,0
ENSG00000224777,0,0,0,0,0,0,0,0
ENSG00000254468,0,0,0,0,0,0,0,0
ENSG00000270921,0,0,0,0,0,0,0,0
ENSG00000230724,0,0,0,0,0,0,0,0
ENSG00000255229,0,0,0,0,0,0,0,0
ENSG00000222225,0,0,0,0,0,0,0,0
ENSG00000177951,606,1042,584,827,883,401,778,742
ENSG00000188076,0,0,0,0,0,0,0,0
ENSG00000177947,0,0,0,0,0,0,0,0
ENSG00000254559,0,0,0,0,0,0,0,0
ENSG00000283920,0,0,0,0,0,0,0,0
ENSG00000142082,117,108,159,135,130,84,129,83
ENSG00000185627,1358,1830,1364,2152,1475,706,1153,1380
ENSG00000277290,4,6,14,13,6,6,9,14
ENSG00000174885,0,0,0,0,0,0,0,0
ENSG00000255026,0,0,0,0,0,0,0,0
ENSG00000142102,163,139,165,399,214,63,217,220
ENSG00000206013,0,0,0,0,0,0,0,0
ENSG00000255533,0,0,0,0,0,0,0,0
ENSG00000254910,0,0,0,0,0,0,0,0
ENSG00000251661,1,4,3,1,1,1,3,2
ENSG00000255089,0,0,0,0,0,0,0,0
ENSG00000255328,0,1,0,1,0,0,0,0
ENSG00000270972,0,0,0,0,0,0,0,0
ENSG00000182272,19,28,73,53,81,23,182,162
ENSG00000184363,24,3,33,14,7,7,17,3
ENSG00000185187,215,138,285,242,132,77,220,124
ENSG00000185101,4,1,2,4,1,4,2,4
ENSG00000243562,0,1,0,1,0,0,0,0
ENSG00000255237,2,2,5,3,1,1,1,1
ENSG00000215841,0,0,0,0,0,0,0,0
ENSG00000175591,2,4,2,17,0,0,3,6
ENSG00000260401,0,0,0,0,0,0,0,0
ENSG00000256347,0,0,0,0,0,0,0,0
ENSG00000257038,10,7,9,18,16,5,23,7
ENSG00000250699,2,0,0,1,0,0,0,0
ENSG00000171631,31,15,2,40,15,16,18,40
ENSG00000288681,0,0,0,0,0,0,0,0
ENSG00000185885,38,33,177,96,529,18,100,11
ENSG00000254449,2,0,3,0,1,0,2,0
ENSG00000166257,1,8,7,6,3,0,9,5
ENSG00000254467,0,0,0,0,0,0,0,0
ENSG00000166261,155,164,171,136,132,80,86,87
ENSG00000200197,0,0,0,0,0,0,0,0
ENSG00000254613,0,0,0,0,0,0,0,0
ENSG00000254430,0,0,0,0,0,0,0,0
ENSG00000274004,0,0,0,0,0,0,0,0
ENSG00000255311,0,0,0,0,0,0,0,0
ENSG00000254629,0,0,0,0,0,0,0,0
ENSG00000250257,0,0,0,0,0,0,0,0
ENSG00000254713,1,0,1,0,0,0,0,0
ENSG00000240174,0,0,0,0,0,0,0,0
ENSG00000254787,0,0,0,0,0,0,0,0
ENSG00000274006,0,0,0,0,0,0,0,0
ENSG00000276179,0,0,0,0,0,0,0,0
ENSG00000255555,0,0,0,0,0,0,0,0
ENSG00000255396,0,0,0,0,0,0,0,0
ENSG00000213305,0,0,0,0,0,0,1,0
ENSG00000254684,0,0,0,0,0,0,0,0
ENSG00000254897,0,0,0,0,0,0,0,0
ENSG00000206583,0,0,0,0,0,0,0,0
ENSG00000171204,356,506,340,372,500,199,339,211
ENSG00000171202,179,184,208,223,167,72,144,119
ENSG00000179071,34,47,71,46,49,23,20,11
ENSG00000137501,39,84,59,48,144,78,189,105
ENSG00000279742,0,1,1,1,1,0,1,0
ENSG00000150672,5,5,8,6,15,9,19,12
ENSG00000142089,2304,1717,3538,4370,6304,1149,4283,2440
ENSG00000252494,0,0,1,0,0,0,0,0
ENSG00000254459,0,0,0,0,0,0,0,0
ENSG00000254691,0,0,0,1,0,0,0,0
ENSG00000255449,0,1,0,1,0,0,0,0
ENSG00000241782,0,0,0,0,1,1,0,2
ENSG00000149262,316,389,233,280,301,180,157,137
ENSG00000255115,0,0,0,0,1,0,0,0
ENSG00000254829,0,0,0,0,0,0,0,0
ENSG00000151364,2,4,1,3,2,0,2,0
ENSG00000259112,0,0,0,0,0,0,0,0
ENSG00000254675,0,0,0,0,0,0,0,0
ENSG00000151365,0,0,0,0,0,0,0,0
ENSG00000151366,220,395,227,371,327,109,251,292
ENSG00000132275,179,270,199,256,203,87,145,147
ENSG00000254400,0,0,0,0,0,0,0,0
ENSG00000166333,11,14,19,26,20,16,14,18
ENSG00000166337,73,76,87,101,95,63,85,60
ENSG00000254641,0,0,0,0,0,0,0,0
ENSG00000285338,0,0,0,0,0,0,0,0
ENSG00000255680,0,0,0,0,0,1,0,0
ENSG00000255390,0,0,0,0,0,0,0,0
ENSG00000255410,0,1,2,0,0,0,0,0
ENSG00000158042,823,1246,857,1026,1017,544,853,808
ENSG00000241678,0,0,0,0,0,0,0,0
ENSG00000254838,8,6,9,5,16,1,6,3
ENSG00000254781,0,0,1,0,0,0,0,0
ENSG00000166341,29,48,36,63,268,18,33,54
ENSG00000159063,497,584,527,459,556,257,345,304
ENSG00000254755,0,0,0,0,0,0,0,0
ENSG00000255363,1,1,0,2,0,1,1,0
ENSG00000255479,0,0,0,0,0,0,0,0
ENSG00000254810,3,1,1,0,1,2,15,3
ENSG00000236304,1,0,3,2,1,1,11,2
ENSG00000137507,319,119,410,402,155,490,2016,467
ENSG00000254975,0,0,0,0,0,0,0,0
ENSG00000204529,0,0,0,0,0,0,0,0
ENSG00000254632,0,0,0,0,0,0,0,0
ENSG00000182704,948,1671,1009,1065,1642,749,1120,1527
ENSG00000255100,3,1,5,1,4,0,2,4
ENSG00000261578,18,22,21,23,13,12,21,13
ENSG00000078124,418,609,477,587,466,211,291,275
ENSG00000254988,0,0,0,0,0,0,0,0
ENSG00000198488,0,0,0,0,0,0,0,0
ENSG00000149260,1003,917,872,1373,1055,618,910,961
ENSG00000254550,2,1,2,0,0,0,1,0
ENSG00000137474,0,5,0,3,3,1,4,5
ENSG00000168014,266,397,423,336,346,210,273,233
ENSG00000284922,0,0,2,3,3,0,1,1
ENSG00000285921,0,0,0,0,0,0,0,0
ENSG00000266192,0,0,0,0,0,0,0,0
ENSG00000149231,555,896,536,617,828,332,358,402
ENSG00000183340,346,424,286,338,429,201,280,283
ENSG00000255679,0,0,0,0,0,0,0,0
ENSG00000200411,0,0,0,0,0,0,0,0
ENSG00000256684,0,0,0,0,0,0,0,0
ENSG00000287426,0,0,0,0,0,0,0,0
ENSG00000255188,0,0,0,0,0,0,0,0
ENSG00000151715,1,2,0,2,1,1,0,2
ENSG00000170325,176,234,212,179,165,106,133,148
ENSG00000233220,0,0,0,0,0,0,0,0
ENSG00000255057,0,0,0,0,0,0,0,0
ENSG00000255262,1,1,1,0,1,0,1,1
ENSG00000255535,0,0,0,0,0,0,0,0
ENSG00000084234,14465,15088,11381,14815,27520,12681,12826,9968
ENSG00000244451,0,0,0,0,0,0,0,0
ENSG00000274197,0,0,0,0,0,0,0,0
ENSG00000149418,0,0,1,0,0,4,4,0
ENSG00000172409,142,191,147,173,172,67,103,124
ENSG00000168066,2341,3036,3252,3053,2666,1424,1874,1331
ENSG00000255159,0,0,0,0,0,0,0,0
ENSG00000252905,0,0,0,0,0,0,0,0
ENSG00000202276,0,0,0,0,0,0,0,0
ENSG00000166452,299,294,298,304,438,185,326,253
ENSG00000176029,2,0,1,0,1,0,0,2
ENSG00000176009,0,0,0,0,0,0,0,0
ENSG00000223080,0,0,0,0,0,0,0,0
ENSG00000175348,603,984,633,826,1230,504,858,777
ENSG00000254860,20,18,15,27,28,24,26,38
ENSG00000175352,219,1052,170,292,521,116,143,147
ENSG00000253973,0,2,0,0,2,0,0,0
ENSG00000175356,11,27,25,35,2,8,31,8
ENSG00000286935,0,0,0,0,0,0,0,0
ENSG00000264984,0,0,0,0,0,0,0,0
ENSG00000213538,0,0,0,0,0,0,0,0
ENSG00000184014,1713,2729,1791,1929,2962,1337,1967,1591
ENSG00000255097,0,0,0,0,1,0,0,0
ENSG00000273725,0,0,0,0,0,0,0,0
ENSG00000166471,336,982,423,511,630,296,360,323
ENSG00000254884,0,0,0,0,0,0,0,0
ENSG00000205339,4002,5875,4702,4340,3929,2178,2947,2654
ENSG00000201998,0,1,2,2,0,0,0,1
ENSG00000254397,1,0,0,0,0,0,0,0
ENSG00000268403,5,12,4,0,8,1,3,4
ENSG00000185201,1100,836,2919,2854,1604,512,2677,1279
ENSG00000110448,0,0,0,0,0,0,0,0
ENSG00000167987,292,386,296,273,391,183,278,199
ENSG00000279549,0,0,3,0,0,2,0,0
ENSG00000229859,0,0,0,0,0,0,0,0
ENSG00000256220,0,0,0,0,0,0,0,0
ENSG00000256713,0,2,0,2,2,0,0,2
ENSG00000167992,20,48,12,32,307,14,14,58
ENSG00000167986,3690,6082,4219,5023,6475,2627,3982,4292
ENSG00000149476,226,176,165,224,226,138,142,130
ENSG00000162144,303,512,372,476,945,212,377,487
ENSG00000279246,0,0,0,1,0,0,0,0
ENSG00000149483,265,365,305,328,467,136,257,231
ENSG00000187049,54,88,75,44,83,33,52,46
ENSG00000149532,944,1129,1163,1135,824,605,680,545
ENSG00000279632,0,0,1,1,0,0,1,1
ENSG00000256591,3,1,1,2,2,1,2,0
ENSG00000167985,59,81,70,76,80,25,49,52
ENSG00000240823,0,0,0,2,0,0,0,0
ENSG00000162148,16,11,7,7,13,12,13,5
ENSG00000255931,0,0,0,0,0,1,0,0
ENSG00000266006,0,0,0,0,0,0,0,0
ENSG00000204950,2,1,4,0,2,1,4,0
ENSG00000279878,4,0,1,0,0,3,0,0
ENSG00000256443,6,2,6,0,2,1,1,0
ENSG00000276102,0,0,0,0,0,0,0,0
ENSG00000149016,101,103,94,115,98,46,70,67
ENSG00000149480,1334,1727,1522,1577,1385,683,815,888
ENSG00000149499,446,632,447,710,574,252,347,372
ENSG00000254964,0,0,0,1,0,0,0,0
ENSG00000149489,21,35,23,43,26,14,20,25
ENSG00000149541,429,707,414,711,763,339,662,675
ENSG00000089597,9255,11350,9047,10678,9971,6454,7924,6613
ENSG00000185085,301,344,309,386,292,127,246,233
ENSG00000255432,0,0,0,0,0,0,0,0
ENSG00000278615,0,3,1,1,2,0,0,0
ENSG00000162194,11,23,9,19,25,8,14,14
ENSG00000214756,45,33,14,20,34,16,14,8
ENSG00000206597,0,0,0,0,0,0,0,0
ENSG00000204922,80,93,67,74,74,24,53,51
ENSG00000162191,607,842,687,654,758,336,467,423
ENSG00000177363,161,5,114,26,55,219,251,51
ENSG00000234857,0,0,0,0,0,0,0,0
ENSG00000162188,1,1,3,1,0,1,1,0
ENSG00000214753,765,851,864,833,651,455,576,521
ENSG00000150768,534,764,672,802,804,301,483,463
ENSG00000168003,1777,1826,2012,2248,1775,1232,1177,1059
ENSG00000168539,0,0,0,0,0,0,0,0
ENSG00000257002,0,0,0,0,0,0,0,0
ENSG00000241082,0,0,0,0,0,0,0,0
ENSG00000285388,0,0,0,0,0,0,0,0
ENSG00000133812,608,820,731,661,633,427,548,512
ENSG00000151376,105,83,136,207,92,77,118,112
ENSG00000167770,787,1051,857,1029,848,392,662,697
ENSG00000166352,99,157,100,126,142,64,102,90
ENSG00000150773,20,18,23,22,13,8,11,14
ENSG00000186635,810,977,944,989,973,509,919,889
ENSG00000176485,153,29,155,113,220,77,158,49
ENSG00000150455,42,58,40,60,54,28,42,21
ENSG00000120471,0,1,0,0,0,0,0,0
ENSG00000110492,363,998,419,770,5061,74,204,212
ENSG00000133316,208,200,200,240,203,84,122,117
ENSG00000165325,0,0,0,0,0,0,0,0
ENSG00000072518,427,664,576,593,451,264,390,376
ENSG00000149809,13,71,31,54,32,11,43,28
ENSG00000179826,0,0,0,1,73,0,0,0
ENSG00000176495,0,0,0,0,0,0,0,0
ENSG00000197309,0,0,0,0,0,0,0,0
ENSG00000176798,0,0,0,0,0,0,0,0
ENSG00000172487,0,0,0,0,0,0,0,0
ENSG00000181518,0,0,0,0,0,0,0,0
ENSG00000174982,0,0,0,0,0,0,0,0
ENSG00000263465,423,712,502,573,755,306,448,374
ENSG00000181767,0,0,0,0,0,0,0,0
ENSG00000172742,0,0,0,0,0,0,0,0
ENSG00000165916,1842,2337,2065,2162,1840,773,1150,1094
ENSG00000183734,0,0,0,0,0,0,1,0
ENSG00000187066,2,0,2,3,0,4,5,2
ENSG00000181009,0,0,0,0,0,0,0,0
ENSG00000183389,0,0,0,0,0,0,0,0
ENSG00000171944,0,0,0,0,0,0,0,0
ENSG00000196341,0,0,0,0,0,0,0,0
ENSG00000172769,0,0,0,0,0,0,0,0
ENSG00000171533,54,42,144,111,96,74,201,176
ENSG00000181693,0,0,0,0,0,0,0,0
ENSG00000182070,0,0,0,0,0,0,0,0
ENSG00000172324,0,0,0,0,0,0,0,0
ENSG00000182634,0,0,0,0,0,0,0,0
ENSG00000181001,0,0,0,0,0,0,0,0
ENSG00000172365,0,0,0,0,0,0,0,0
ENSG00000174937,0,0,0,0,0,0,0,0
ENSG00000197125,0,0,0,0,0,0,0,0
ENSG00000214530,21,34,34,38,59,11,37,27
ENSG00000254569,0,0,0,0,0,0,0,0
ENSG00000204403,0,0,0,0,1,0,0,0
ENSG00000235505,0,1,0,0,15,0,2,0
ENSG00000196954,688,1131,605,495,1085,635,826,353
ENSG00000284715,0,0,0,0,0,0,0,0
ENSG00000137757,0,0,0,0,4,1,0,0
ENSG00000137752,46,52,54,25,280,38,36,16
ENSG00000288255,0,0,0,0,0,0,0,0
ENSG00000254750,0,0,0,0,0,0,0,0
ENSG00000255221,0,0,0,0,0,0,0,0
ENSG00000255430,0,0,0,0,0,0,0,0
ENSG00000254767,0,0,0,0,0,0,0,0
ENSG00000255336,0,0,0,0,0,0,0,0
ENSG00000204397,13,30,22,7,51,13,8,3
ENSG00000280502,1,1,6,4,5,0,1,1
ENSG00000283691,0,0,2,1,0,0,2,0
ENSG00000255121,22,22,34,28,10,6,9,8
ENSG00000186166,88,89,99,126,103,69,79,42
ENSG00000240970,6,6,9,6,7,10,3,9
ENSG00000254428,11,6,16,10,13,11,6,5
ENSG00000254909,4,10,3,4,6,3,4,2
ENSG00000118181,3108,4606,3140,3053,2905,1603,2026,2242
ENSG00000196655,512,819,698,751,622,315,576,534
ENSG00000283704,0,0,0,0,0,0,0,0
ENSG00000137700,85,79,122,118,91,54,62,47
ENSG00000255114,0,0,0,0,0,0,0,0
ENSG00000149428,2787,8311,3086,5419,4699,2684,3585,5135
ENSG00000271751,1,2,2,1,1,0,0,1
ENSG00000272186,1,1,4,3,2,1,0,1
ENSG00000160695,409,487,515,500,674,336,535,406
ENSG00000256269,264,450,330,324,346,138,191,158
ENSG00000188486,1054,1042,2334,1690,700,361,472,268
ENSG00000172375,185,552,226,375,589,141,241,299
ENSG00000172273,97,168,136,94,173,88,133,124
ENSG00000172350,4,1,5,6,2,0,3,4
ENSG00000160703,224,192,238,264,288,176,296,268
ENSG00000172367,0,0,0,0,0,0,0,0
ENSG00000248712,6,3,1,2,3,0,0,1
ENSG00000110395,588,1053,851,810,1166,360,473,521
ENSG00000222249,0,0,0,0,0,0,0,0
ENSG00000076706,20,104,18,18,8,3,10,5
ENSG00000284148,0,0,0,0,0,0,0,0
ENSG00000252119,0,0,0,0,0,0,0,0
ENSG00000179038,0,0,0,0,0,0,0,0
ENSG00000287934,3,0,0,2,2,0,0,0
ENSG00000173020,637,727,804,905,573,374,608,441
ENSG00000172932,275,563,318,429,481,185,302,338
ENSG00000172830,301,256,317,366,296,210,360,298
ENSG00000287851,0,0,3,0,1,0,1,1
ENSG00000172613,68,71,101,99,57,43,49,44
ENSG00000276769,0,0,0,0,0,0,0,0
ENSG00000110697,393,1540,403,950,732,231,567,900
ENSG00000167797,413,713,434,628,534,239,342,389
ENSG00000167791,0,0,0,0,0,0,0,0
ENSG00000283257,0,0,0,0,0,0,0,0
ENSG00000084207,2764,4443,3062,4700,3724,1661,3157,4191
ENSG00000184224,0,0,0,0,0,0,0,0
ENSG00000255119,0,0,0,1,0,0,0,0
ENSG00000167792,950,1049,1051,1234,958,498,769,726
ENSG00000231793,0,0,2,1,2,0,0,2
ENSG00000167799,16,17,33,30,26,3,13,10
ENSG00000132744,0,0,0,0,0,0,0,0
ENSG00000227834,0,0,0,0,0,0,0,0
ENSG00000132746,0,0,0,0,1,0,0,0
ENSG00000239559,42,53,36,33,39,26,38,14
ENSG00000184795,0,0,0,0,0,0,0,0
ENSG00000235855,0,0,0,0,0,0,0,0
ENSG00000285537,0,0,0,0,0,0,0,0
ENSG00000254883,0,0,0,0,0,0,0,0
ENSG00000255147,0,0,0,0,0,0,0,0
ENSG00000110203,7,6,6,4,17,26,90,4
ENSG00000197901,0,0,0,0,0,0,0,0
ENSG00000149452,0,0,0,0,0,0,0,0
ENSG00000256041,0,1,0,0,1,0,0,0
ENSG00000253547,0,0,0,0,0,0,0,0
ENSG00000197658,0,0,0,0,0,0,0,0
ENSG00000239924,0,0,0,0,0,0,0,0
ENSG00000196600,0,0,0,2,0,0,0,0
ENSG00000256863,0,0,0,0,0,0,0,0
ENSG00000256847,0,0,0,0,0,0,0,0
ENSG00000256181,0,0,0,0,0,0,0,0
ENSG00000184999,0,0,0,0,0,0,0,0
ENSG00000149742,0,0,0,0,4,0,0,0
ENSG00000132256,409,484,435,523,558,157,220,196
ENSG00000110169,14,8,5,14,20,5,19,24
ENSG00000110171,265,320,311,366,407,158,203,214
ENSG00000132254,551,983,516,665,834,364,574,688
ENSG00000283977,0,0,0,0,0,0,0,0
ENSG00000132286,299,589,354,333,567,217,373,287
ENSG00000254595,8,3,3,6,5,3,2,6
ENSG00000179532,53,82,41,45,72,30,43,45
ENSG00000166340,985,2168,1310,1494,4441,1216,2058,1314
ENSG00000283415,0,0,0,0,1,0,0,0
ENSG00000254712,0,0,0,0,0,0,0,0
ENSG00000170782,0,0,0,0,0,0,0,0
ENSG00000134824,875,3216,841,2796,3590,952,1091,1238
ENSG00000173113,614,835,696,728,840,319,507,438
ENSG00000137504,473,737,505,592,554,295,415,430
ENSG00000174914,0,0,0,0,0,0,0,0
ENSG00000254466,0,0,0,0,0,0,0,0
ENSG00000188211,198,288,342,336,234,139,204,100
ENSG00000260196,50,45,57,68,31,22,46,16
ENSG00000255035,0,0,0,0,1,0,0,1
ENSG00000149305,0,0,0,0,0,0,0,0
ENSG00000109906,0,0,0,0,0,0,0,0
ENSG00000286463,0,0,0,0,0,0,0,0
ENSG00000213779,0,0,0,0,0,0,0,0
ENSG00000070081,1669,2563,2062,1779,2683,1173,1655,1148
ENSG00000197149,1,0,2,0,0,0,2,0
ENSG00000285545,0,0,1,0,0,0,1,0
ENSG00000287898,0,0,0,0,0,0,0,0
ENSG00000006611,0,0,0,0,0,0,0,0
ENSG00000188162,0,0,0,0,1,0,0,0
ENSG00000251364,6,2,9,6,23,17,14,9
ENSG00000183801,71,1,150,8,196,43,166,2
ENSG00000166387,79,162,192,299,186,50,200,184
ENSG00000254864,0,0,0,0,0,0,0,0
ENSG00000166394,71,78,216,223,215,12,68,72
ENSG00000275612,0,0,0,0,0,0,0,0
ENSG00000276668,0,0,0,0,0,0,0,0
ENSG00000254707,0,0,0,0,0,0,0,0
ENSG00000176716,0,0,0,0,0,0,0,0
ENSG00000227892,0,0,0,0,0,0,0,0
ENSG00000166408,0,0,0,0,0,0,0,0
ENSG00000137656,193,254,262,251,161,96,96,87
ENSG00000226645,0,0,0,0,0,0,0,0
ENSG00000109917,999,1567,1091,1395,1288,607,751,710
ENSG00000110243,3,4,0,4,1,1,0,0
ENSG00000236267,0,0,0,0,0,0,0,0
ENSG00000285513,0,0,0,0,0,0,0,0
ENSG00000110244,0,0,0,0,0,0,0,0
ENSG00000110245,0,1,0,0,0,0,0,0
ENSG00000118137,69,322,145,709,29,3,35,242
ENSG00000235910,0,5,0,1,1,0,0,2
ENSG00000160584,712,1852,865,1331,978,479,612,900
ENSG00000200537,0,0,0,0,0,0,0,0
ENSG00000234268,0,1,1,0,0,0,2,0
ENSG00000224077,0,0,0,0,0,0,0,0
ENSG00000225236,0,0,0,0,0,0,1,0
ENSG00000184478,0,0,0,0,0,0,0,0
ENSG00000184698,1,0,0,0,0,0,0,0
ENSG00000187918,0,0,0,1,0,0,0,0
ENSG00000168000,22,22,28,26,39,10,15,14
ENSG00000181963,0,0,0,0,0,0,0,0
ENSG00000196778,0,0,0,0,0,0,0,0
ENSG00000226616,0,0,0,0,0,0,0,0
ENSG00000197887,0,0,0,0,0,0,0,0
ENSG00000182791,4,16,9,11,20,7,10,15
ENSG00000173992,186,301,177,241,261,117,216,214
ENSG00000199325,0,0,0,1,0,0,0,0
ENSG00000239306,597,732,844,760,494,258,378,243
ENSG00000248643,2,5,4,1,1,2,1,4
ENSG00000173933,73,141,84,81,105,59,84,83
ENSG00000173914,167,268,186,196,153,99,148,146
ENSG00000239553,0,0,0,0,0,0,0,0
ENSG00000213409,1,1,2,0,0,3,1,1
ENSG00000254984,0,0,0,0,0,0,0,0
ENSG00000287962,0,0,0,0,0,0,0,0
ENSG00000255372,0,0,0,0,0,0,0,0
ENSG00000199260,0,0,0,0,0,0,0,0
ENSG00000255259,0,0,0,0,0,0,0,0
ENSG00000134909,331,319,329,321,200,150,205,204
ENSG00000171714,0,0,0,0,5,0,0,1
ENSG00000254820,0,0,0,0,0,0,0,0
ENSG00000197790,0,0,0,0,0,0,0,0
ENSG00000171987,0,0,0,0,0,0,0,0
ENSG00000166693,0,0,0,0,0,0,0,0
ENSG00000255012,0,0,0,0,0,0,0,0
ENSG00000255172,0,0,0,0,0,0,0,0
ENSG00000197866,0,0,0,0,0,0,0,0
ENSG00000254795,0,0,0,0,0,0,0,0
ENSG00000176925,0,0,0,0,0,0,0,0
ENSG00000280021,0,0,0,0,0,0,0,0
ENSG00000280204,0,0,0,0,0,0,0,0
ENSG00000280314,0,0,0,0,0,0,0,0
ENSG00000284609,0,0,0,0,0,0,0,0
ENSG00000284680,0,0,0,0,0,0,0,0
ENSG00000170683,0,0,0,2,1,0,0,1
ENSG00000170790,0,0,1,0,1,0,0,0
ENSG00000172320,0,0,0,0,0,0,0,0
ENSG00000176893,0,0,0,0,0,0,0,0
ENSG00000176895,0,0,0,0,0,0,0,0
ENSG00000180974,0,0,0,0,0,0,0,0
ENSG00000181698,0,0,0,0,0,0,0,0
ENSG00000256739,0,0,0,0,0,0,0,0
ENSG00000255672,0,0,0,0,0,0,0,0
ENSG00000256403,0,0,0,0,0,0,0,0
ENSG00000237408,0,0,0,0,0,0,0,0
ENSG00000238048,0,0,0,0,0,0,0,0
ENSG00000276109,0,0,0,0,0,0,0,0
ENSG00000274664,0,0,0,0,0,0,0,0
ENSG00000227467,3,1,1,31,5,0,0,7
ENSG00000256633,2,3,0,6,16,0,4,9
ENSG00000187486,0,0,0,0,0,0,0,0
ENSG00000181903,0,0,0,0,0,0,0,0
ENSG00000184933,0,0,1,0,0,0,0,0
ENSG00000197428,0,0,0,0,0,0,0,0
ENSG00000180785,0,0,0,0,0,0,0,0
ENSG00000188124,2,8,3,3,8,0,2,0
ENSG00000196248,0,0,0,0,0,0,0,0
ENSG00000234560,0,0,0,0,0,0,0,0
ENSG00000110711,334,427,326,391,342,157,192,211
ENSG00000205497,0,0,0,0,0,0,0,0
ENSG00000172893,242,1746,400,892,1123,460,806,729
ENSG00000172890,622,865,689,766,881,451,716,696
ENSG00000278349,0,0,0,0,0,0,0,0
ENSG00000254924,0,0,0,1,0,0,0,0
ENSG00000244411,0,0,0,0,0,0,0,1
ENSG00000241233,0,0,0,0,0,0,0,2
ENSG00000254997,0,0,0,1,1,1,0,2
ENSG00000286948,0,0,0,0,0,0,0,0
ENSG00000204572,0,0,0,0,0,0,0,0
ENSG00000248903,0,0,0,0,0,0,0,0
ENSG00000204571,0,0,0,0,0,0,0,0
ENSG00000249387,0,0,0,0,0,0,0,0
ENSG00000184055,0,0,0,0,0,0,0,0
ENSG00000255562,0,0,0,0,0,0,0,0
ENSG00000255261,0,0,0,0,0,0,0,0
ENSG00000255415,0,0,0,0,0,0,0,0
ENSG00000284625,0,0,0,0,0,0,0,0
ENSG00000023191,3946,2948,4728,4116,2933,2342,3468,2009
ENSG00000288033,1,0,0,1,1,1,2,0
ENSG00000254739,0,0,0,0,2,0,0,0
ENSG00000161328,9,17,6,12,13,9,8,12
ENSG00000177030,300,282,281,337,318,213,331,229
ENSG00000167822,0,0,0,0,0,0,0,0
ENSG00000006071,0,0,0,0,0,0,0,0
ENSG00000085741,1,7,1,4,2,2,7,10
ENSG00000254933,0,0,0,0,0,0,0,0
ENSG00000255362,0,0,0,1,0,0,0,1
ENSG00000137492,574,494,666,554,522,270,393,293
ENSG00000179240,37,32,46,37,30,23,23,32
ENSG00000201756,0,0,0,0,0,0,0,0
ENSG00000255135,46,11,23,36,25,10,16,38
ENSG00000158636,235,455,407,411,339,210,219,263
